ID del Animal,Nombre Común,Tipo de Animal,Número de Extremidades,Velocidad Máxima (km/h),Temperatura Corporal Promedio (°C),Número de Crías por Reproducción,Altitud Máxima (m),Frecuencia Respiratoria (respiraciones/min),Frecuencia Cardiaca (latidos/min),Hábitat,Estado de Conservación,Peso (kg),Método de Reproducción_Ovíparo,Método de Reproducción_Vivíparo,Peso (kg) Discretizado
171.0,Gaviota,0,2.0,0.7529510961214165,34.2,2.0,3103.0,33.0,0.9302325581395348,Océano,Vulnerable,3300.9,0.0,1.0,3.0
172.0,Chinchilla,2,0.0,0.64822934232715,25.0,8.0,3339.0,37.0,0.24806201550387597,Desierto,Extinto en estado silvestre,4454.4,0.0,1.0,4.0
173.0,Tigre de Bengala,2,2.0,0.08026981450252951,24.2,1.0,2795.0,23.0,0.6976744186046511,Montaña,Vulnerable,1330.5,1.0,0.0,1.0
174.0,Cocodrilo,4,0.0,0.4494097807757167,13.1,2.0,2440.0,22.0,0.2945736434108527,Océano,En peligro,2208.7,1.0,0.0,2.0
175.0,Tortuga,4,8.0,0.4856661045531197,24.9,8.0,3603.0,11.0,0.21705426356589141,Desierto,Extinto en estado silvestre,4568.1,0.0,1.0,4.0
176.0,Gorrión,0,2.0,0.6532883642495784,31.1,5.0,398.0,37.0,0.8062015503875968,Desierto,Vulnerable,2927.9,0.0,1.0,2.0
177.0,Suricata,0,8.0,0.6783305227655986,37.6,5.0,1261.0,23.0,0.18604651162790697,Desierto,En peligro,356.9,0.0,1.0,0.0
178.0,Pez Globo,3,8.0,0.18870151770657673,13.8,7.0,728.0,15.0,0.13953488372093026,Océano,En peligro,972.5,1.0,0.0,0.0
179.0,Pulpo,1,4.0,0.03136593591905565,39.1,4.0,5090.0,15.0,0.7596899224806202,Selva,Vulnerable,1186.2,0.0,1.0,1.0
180.0,Chinchilla,2,4.0,0.7942664418212478,17.0,9.0,1656.0,30.0,0.11627906976744184,Océano,Extinto en estado silvestre,4968.9,1.0,0.0,4.0
181.0,Tiburón,3,2.0,0.9824620573355818,15.3,3.0,807.0,32.0,0.5503875968992248,Montaña,Vulnerable,1120.8,1.0,0.0,1.0
182.0,Flamenco,0,2.0,0.9413996627318717,13.4,8.0,5469.0,10.0,0.6511627906976745,Océano,Vulnerable,4348.4,1.0,0.0,4.0
183.0,Cocodrilo,4,8.0,0.5000843170320405,39.7,3.0,5470.0,35.0,0.03875968992248058,Océano,En peligro,390.6,0.0,1.0,0.0
184.0,Tiburón,3,4.0,0.5282462057335581,26.8,8.0,3845.0,29.0,0.2790697674418604,Montaña,Vulnerable,908.7,0.0,1.0,0.0
185.0,Cocodrilo,4,2.0,0.9312816188870151,18.1,1.0,766.0,20.0,0.4108527131782945,Océano,Vulnerable,4360.3,0.0,1.0,4.0
186.0,Camarón,1,2.0,0.5435075885328836,19.5,7.0,5130.0,31.0,0.023255813953488358,Océano,Extinto en estado silvestre,4494.7,1.0,0.0,4.0
187.0,Serpiente,4,2.0,0.2761382799325463,38.5,1.0,5183.0,39.0,0.6511627906976745,Montaña,Vulnerable,881.1,1.0,0.0,0.0
188.0,Rinoceronte,2,4.0,0.6774030354131534,37.0,2.0,4009.0,13.0,0.10852713178294571,Selva,Extinto en estado silvestre,1149.3,0.0,1.0,1.0
189.0,Estrella de Mar,1,2.0,0.47639123102866776,20.5,1.0,5241.0,15.0,0.4496124031007751,Selva,Vulnerable,2652.9,0.0,1.0,2.0
190.0,Cocodrilo,4,8.0,0.7852445193929173,11.9,3.0,2234.0,11.0,0.3178294573643411,Desierto,En peligro,263.5,1.0,0.0,0.0
191.0,Tiburón,3,2.0,0.7834738617200674,35.0,9.0,2247.0,36.0,0.8914728682170543,Selva,Vulnerable,4726.4,0.0,1.0,4.0
192.0,Nutria,2,6.0,0.9366779089376053,37.4,1.0,381.0,34.0,0.03875968992248058,Océano,Extinto en estado silvestre,1810.4,0.0,1.0,1.0
193.0,Lobo,2,0.0,0.13583473861720066,35.1,3.0,294.0,29.0,0.13953488372093026,Montaña,Extinto en estado silvestre,2446.5,1.0,0.0,2.0
194.0,Águila,0,8.0,0.5206576728499156,37.4,2.0,54.0,38.0,0.9379844961240309,Desierto,Vulnerable,525.3,1.0,0.0,0.0
195.0,Gorrión,0,2.0,0.786087689713322,27.3,5.0,5963.0,14.0,0.7984496124031006,Océano,Vulnerable,162.8,0.0,1.0,0.0
196.0,Tiburón,3,6.0,0.43389544688026976,35.2,7.0,642.0,24.0,0.6899224806201549,Desierto,Vulnerable,2339.1,1.0,0.0,2.0
197.0,Gorrión,0,4.0,0.6265598650927486,38.3,6.0,5546.0,32.0,0.9689922480620154,Montaña,Extinto en estado silvestre,608.4,1.0,0.0,0.0
198.0,Cocodrilo,4,8.0,0.8173693086003372,36.7,5.0,79.0,17.0,0.5736434108527131,Océano,Extinto en estado silvestre,3151.6,0.0,1.0,3.0
199.0,Cacatúa,0,8.0,0.472512647554806,27.6,3.0,639.0,26.0,0.8449612403100775,Desierto,En peligro,3972.4,1.0,0.0,3.0
200.0,Perro,2,2.0,0.40725126475548057,32.4,7.0,1512.0,32.0,0.9379844961240309,Desierto,Vulnerable,158.5,0.0,1.0,0.0
201.0,Pez Espada,3,4.0,0.17875210792580098,31.6,9.0,3802.0,19.0,0.06976744186046507,Selva,Extinto en estado silvestre,3061.2,1.0,0.0,3.0
202.0,Cocodrilo,4,2.0,0.8248735244519393,34.1,2.0,5370.0,18.0,0.12403100775193798,Desierto,Extinto en estado silvestre,4078.2,0.0,1.0,4.0
203.0,Elefante,2,6.0,0.7960370994940977,16.9,6.0,2343.0,11.0,0.10852713178294571,Selva,Extinto en estado silvestre,2197.2,1.0,0.0,2.0
204.0,Puma,2,0.0,0.7431703204047218,10.1,5.0,4043.0,20.0,0.01550387596899222,Selva,Extinto en estado silvestre,4798.5,1.0,0.0,4.0
205.0,Escorpión,1,4.0,0.39215851602023605,25.3,9.0,3906.0,11.0,0.4263565891472868,Montaña,En peligro,556.1,1.0,0.0,0.0
206.0,Búho,0,0.0,0.5827150084317032,33.0,8.0,4834.0,36.0,0.1937984496124031,Selva,Extinto en estado silvestre,1615.0,0.0,1.0,1.0
207.0,Serpiente,4,6.0,0.12192242833052278,13.8,9.0,4268.0,25.0,0.7906976744186045,Desierto,Extinto en estado silvestre,1150.5,1.0,0.0,1.0
208.0,Caballito de Mar,3,8.0,0.3181281618887015,26.0,7.0,898.0,13.0,0.6666666666666667,Selva,Vulnerable,4981.0,1.0,0.0,4.0
209.0,Caballito de Mar,3,6.0,0.4345699831365935,19.4,5.0,3324.0,37.0,0.4651162790697674,Selva,En peligro,1471.0,1.0,0.0,1.0
210.0,Pez Espada,3,0.0,0.04123102866779089,35.1,4.0,3998.0,26.0,0.41860465116279066,Desierto,En peligro,1939.7,1.0,0.0,1.0
211.0,Abeja,1,4.0,0.10151770657672848,13.0,8.0,4631.0,18.0,0.01550387596899222,Montaña,En peligro,4238.1,0.0,1.0,4.0
212.0,Tortuga,4,2.0,0.8301011804384485,35.4,2.0,1512.0,21.0,0.5271317829457364,Montaña,Vulnerable,4649.8,1.0,0.0,4.0
213.0,Lobo,2,0.0,0.9720067453625632,28.3,1.0,1820.0,14.0,0.3875968992248062,Desierto,En peligro,4688.7,1.0,0.0,4.0
214.0,Mariposa Monarca,1,4.0,0.32065767284991564,37.6,3.0,2815.0,12.0,0.4108527131782945,Océano,Extinto en estado silvestre,2790.9,1.0,0.0,2.0
215.0,Búho,0,0.0,0.10463743676222595,38.1,7.0,2486.0,15.0,0.08527131782945735,Océano,En peligro,3316.5,1.0,0.0,3.0
216.0,Tigre de Bengala,2,8.0,0.936087689713322,34.3,1.0,1312.0,16.0,0.9147286821705427,Desierto,Extinto en estado silvestre,1745.9,0.0,1.0,1.0
217.0,Caballito de Mar,3,8.0,0.9149241146711635,25.9,5.0,2021.0,13.0,0.8682170542635659,Selva,En peligro,3035.8,1.0,0.0,3.0
218.0,Martinete,0,2.0,0.6543844856661045,14.3,5.0,3250.0,39.0,0.9224806201550386,Desierto,En peligro,1513.8,0.0,1.0,1.0
219.0,Tortuga,4,8.0,0.33726812816188867,16.8,3.0,5199.0,23.0,0.6821705426356588,Desierto,Extinto en estado silvestre,3730.2,0.0,1.0,3.0
220.0,Serpiente,4,6.0,0.11053962900505901,22.5,1.0,4192.0,38.0,0.8139534883720929,Océano,Vulnerable,1536.1,0.0,1.0,1.0
221.0,Camarón,1,2.0,0.9402192242833052,31.9,5.0,4809.0,23.0,0.875968992248062,Océano,Vulnerable,4397.1,1.0,0.0,4.0
222.0,Tortuga,4,0.0,0.921079258010118,26.3,8.0,29.0,11.0,0.2325581395348837,Desierto,Vulnerable,717.5,0.0,1.0,0.0
223.0,Pez Payaso,3,6.0,0.7432546374367621,23.1,9.0,993.0,37.0,0.07751937984496121,Selva,Extinto en estado silvestre,2859.1,1.0,0.0,2.0
224.0,Avispa,1,4.0,0.9345699831365935,24.3,6.0,5692.0,30.0,0.9302325581395348,Montaña,Extinto en estado silvestre,2603.4,0.0,1.0,2.0
225.0,Libélula,1,0.0,0.13777403035413152,32.2,1.0,5563.0,24.0,0.945736434108527,Desierto,En peligro,1318.7,1.0,0.0,1.0
226.0,Pez Espada,3,8.0,0.10716694772344013,11.0,5.0,5794.0,21.0,0.3410852713178294,Desierto,En peligro,140.1,1.0,0.0,0.0
227.0,Cocodrilo,4,0.0,0.19021922428330523,23.3,2.0,1286.0,23.0,0.6899224806201549,Montaña,Extinto en estado silvestre,742.8,1.0,0.0,0.0
228.0,Martinete,0,8.0,0.21374367622259696,27.2,1.0,5509.0,32.0,0.5503875968992248,Océano,En peligro,4839.8,0.0,1.0,4.0
229.0,Camarón,1,6.0,0.8274873524451939,27.7,3.0,863.0,19.0,0.7906976744186045,Selva,En peligro,4706.5,1.0,0.0,4.0
230.0,Pájaro Carpintero,0,6.0,0.9224283305227655,28.6,5.0,5185.0,35.0,0.2790697674418604,Océano,Vulnerable,596.6,0.0,1.0,0.0
231.0,Albatros,0,6.0,0.2139123102866779,11.6,9.0,3803.0,12.0,0.7751937984496124,Montaña,Extinto en estado silvestre,1874.4,1.0,0.0,1.0
232.0,Gaviota,0,2.0,0.4618043844856661,26.7,7.0,4948.0,11.0,0.8604651162790697,Montaña,Vulnerable,2325.7,1.0,0.0,2.0
233.0,Martinete,0,8.0,0.45354131534569975,26.5,6.0,5904.0,11.0,0.22480620155038755,Montaña,En peligro,2390.4,1.0,0.0,2.0
234.0,Pez Globo,3,0.0,0.1760539629005059,35.6,9.0,2578.0,20.0,0.28682170542635654,Montaña,En peligro,1494.2,0.0,1.0,1.0
235.0,Rinoceronte,2,0.0,0.8537942664418211,32.8,6.0,1057.0,21.0,0.06201550387596899,Selva,Vulnerable,4564.8,0.0,1.0,4.0
236.0,Serpiente,4,0.0,0.5218381112984822,10.9,4.0,2287.0,24.0,0.15503875968992242,Desierto,Extinto en estado silvestre,4542.5,1.0,0.0,4.0
237.0,Elefante,2,2.0,0.5656829679595278,26.7,7.0,595.0,21.0,0.5271317829457364,Desierto,En peligro,94.7,1.0,0.0,0.0
238.0,Panda,2,2.0,0.2568296795952782,30.7,2.0,1940.0,20.0,0.13953488372093026,Montaña,Extinto en estado silvestre,3250.0,1.0,0.0,3.0
239.0,Caracol,1,8.0,0.5586003372681282,27.4,2.0,2361.0,29.0,0.8604651162790697,Selva,Vulnerable,371.9,1.0,0.0,0.0
240.0,Puma,2,2.0,0.7927487352445194,30.3,6.0,3220.0,29.0,0.6124031007751938,Montaña,En peligro,2987.5,1.0,0.0,2.0
241.0,Tigre de Bengala,2,6.0,0.3035413153456998,13.5,5.0,1818.0,23.0,0.13178294573643412,Selva,Vulnerable,4334.5,1.0,0.0,4.0
242.0,Pez Espada,3,0.0,0.11121416526138281,15.1,6.0,5574.0,14.0,0.6124031007751938,Desierto,Extinto en estado silvestre,3247.7,0.0,1.0,3.0
243.0,Gaviota,0,6.0,0.5835581787521079,27.5,2.0,1001.0,28.0,0.9612403100775193,Selva,En peligro,2344.7,1.0,0.0,2.0
244.0,Koala,2,2.0,0.6354974704890387,34.0,2.0,156.0,36.0,0.8914728682170543,Desierto,Extinto en estado silvestre,4789.5,0.0,1.0,4.0
245.0,Rinoceronte,2,0.0,0.20033726812816188,10.8,1.0,2952.0,39.0,0.24031007751937983,Selva,Extinto en estado silvestre,3733.0,0.0,1.0,3.0
246.0,Mantis Religiosa,1,4.0,0.24671163575042157,23.1,2.0,3303.0,26.0,0.6744186046511627,Océano,En peligro,1246.6,1.0,0.0,1.0
247.0,Tortuga,4,6.0,0.1511804384485666,39.8,7.0,1230.0,38.0,0.5503875968992248,Selva,Vulnerable,1934.7,1.0,0.0,1.0
248.0,Estrella de Mar,1,4.0,0.9220067453625632,33.0,2.0,1189.0,24.0,1.0,Montaña,En peligro,3799.4,0.0,1.0,3.0
249.0,Tortuga,4,8.0,0.21129848229342327,23.5,3.0,5902.0,29.0,0.4108527131782945,Océano,Extinto en estado silvestre,96.7,0.0,1.0,0.0
250.0,Cocodrilo,4,6.0,0.008263069139966273,12.9,6.0,1949.0,26.0,0.7906976744186045,Océano,Extinto en estado silvestre,319.9,0.0,1.0,0.0
251.0,Serpiente,4,0.0,0.8405564924114671,20.8,6.0,4600.0,38.0,0.3178294573643411,Océano,Extinto en estado silvestre,4297.1,1.0,0.0,4.0
252.0,Tiburón,3,0.0,0.8034569983136592,14.6,9.0,543.0,21.0,0.7829457364341086,Océano,En peligro,214.8,1.0,0.0,0.0
253.0,Pez Espada,3,4.0,0.45564924114671157,37.6,2.0,1575.0,17.0,0.9147286821705427,Océano,Extinto en estado silvestre,3392.6,0.0,1.0,3.0
254.0,Pájaro Carpintero,0,0.0,0.7973861720067453,30.6,7.0,1099.0,24.0,0.8837209302325582,Océano,En peligro,1594.6,0.0,1.0,1.0
255.0,Tortuga,4,6.0,0.4486509274873524,35.7,1.0,5331.0,30.0,0.45736434108527124,Océano,En peligro,4129.5,1.0,0.0,4.0
256.0,Caballito de Mar,3,2.0,0.22284991568296794,36.9,6.0,5889.0,11.0,0.9534883720930232,Selva,Extinto en estado silvestre,4236.7,0.0,1.0,4.0
257.0,Pez Payaso,3,2.0,0.42504215851602023,28.2,9.0,5864.0,37.0,0.37209302325581395,Montaña,Extinto en estado silvestre,4766.7,1.0,0.0,4.0
258.0,Perro,2,0.0,0.486087689713322,10.2,8.0,5141.0,30.0,0.1705426356589147,Selva,Extinto en estado silvestre,477.8,1.0,0.0,0.0
259.0,Cocodrilo,4,8.0,0.006576728499156827,26.7,6.0,4743.0,30.0,0.5193798449612402,Océano,Vulnerable,2114.3,0.0,1.0,2.0
260.0,Libélula,1,6.0,0.11129848229342326,34.1,6.0,291.0,26.0,0.26356589147286824,Océano,Vulnerable,2869.8,1.0,0.0,2.0
261.0,Gato,2,8.0,0.8752951096121415,19.4,6.0,1433.0,30.0,0.16279069767441856,Océano,Vulnerable,4580.3,1.0,0.0,4.0
262.0,Tiburón,3,4.0,0.39131534569983134,37.8,8.0,612.0,33.0,0.01550387596899222,Selva,Extinto en estado silvestre,1332.6,0.0,1.0,1.0
263.0,Pez Espada,3,0.0,0.3301011804384485,39.9,2.0,2640.0,19.0,0.5736434108527131,Montaña,Extinto en estado silvestre,358.2,1.0,0.0,0.0
264.0,Caballito de Mar,3,4.0,0.8888701517706575,26.5,9.0,2694.0,27.0,0.06976744186046507,Montaña,Vulnerable,1008.9,1.0,0.0,1.0
265.0,Pez Espada,3,8.0,0.15261382799325465,25.9,8.0,5631.0,33.0,0.5116279069767442,Selva,En peligro,2477.9,0.0,1.0,2.0
266.0,Abeja,1,6.0,0.21526138279932547,29.7,2.0,730.0,38.0,0.3798449612403101,Desierto,Vulnerable,3405.3,1.0,0.0,3.0
267.0,Suricata,0,8.0,0.8283305227655986,27.0,8.0,217.0,33.0,0.9767441860465116,Desierto,Vulnerable,3453.4,1.0,0.0,3.0
268.0,Suricata,0,2.0,0.2781618887015177,14.8,1.0,5535.0,21.0,0.10852713178294571,Montaña,En peligro,373.4,1.0,0.0,0.0
269.0,Serpiente,4,8.0,0.632883642495784,18.1,6.0,1485.0,10.0,0.9379844961240309,Desierto,Vulnerable,3807.1,0.0,1.0,3.0
270.0,Caballito de Mar,3,8.0,0.739629005059022,16.1,6.0,3848.0,13.0,0.3643410852713178,Selva,Vulnerable,3301.2,1.0,0.0,3.0
271.0,Iguana,4,8.0,0.22099494097807756,12.2,9.0,1770.0,14.0,0.875968992248062,Montaña,Vulnerable,2037.8,0.0,1.0,2.0
272.0,Camarón,1,8.0,0.2518549747048904,14.2,9.0,5690.0,35.0,0.03875968992248058,Montaña,En peligro,2855.5,1.0,0.0,2.0
273.0,Iguana,4,6.0,0.5155986509274872,39.2,5.0,5696.0,33.0,0.023255813953488358,Selva,En peligro,3838.7,0.0,1.0,3.0
274.0,Cacatúa,0,0.0,0.7924114671163575,26.6,1.0,245.0,12.0,0.1705426356589147,Selva,Vulnerable,1310.5,0.0,1.0,1.0
275.0,Gaviota,0,6.0,0.5537942664418212,13.8,1.0,4989.0,10.0,0.49612403100775193,Selva,Extinto en estado silvestre,4700.2,1.0,0.0,4.0
276.0,Gorrión,0,4.0,0.06509274873524451,31.4,7.0,403.0,16.0,0.4263565891472868,Océano,Vulnerable,688.9,0.0,1.0,0.0
277.0,Cocodrilo,4,2.0,0.3495784148397976,24.3,4.0,3760.0,29.0,0.10852713178294571,Desierto,En peligro,4511.1,1.0,0.0,4.0
278.0,Pez Globo,3,0.0,0.32934232715008427,16.7,9.0,4598.0,35.0,0.6976744186046511,Desierto,En peligro,3704.3,1.0,0.0,3.0
279.0,Delfín,2,2.0,0.8078414839797639,38.3,3.0,4479.0,21.0,0.7984496124031006,Montaña,En peligro,3302.6,0.0,1.0,3.0
280.0,Gaviota,0,2.0,0.28819561551433387,16.7,6.0,2080.0,30.0,0.06201550387596899,Desierto,Extinto en estado silvestre,414.6,1.0,0.0,0.0
281.0,Serpiente,4,0.0,0.9017706576728498,12.9,9.0,4497.0,15.0,0.2945736434108527,Montaña,Extinto en estado silvestre,4595.0,0.0,1.0,4.0
282.0,Elefante,2,0.0,0.33364249578414834,16.2,4.0,1448.0,29.0,0.3023255813953488,Montaña,Extinto en estado silvestre,1476.7,1.0,0.0,1.0
283.0,Gorrión,0,4.0,0.19232715008431703,37.4,5.0,2704.0,26.0,0.11627906976744184,Océano,Vulnerable,3728.1,0.0,1.0,3.0
284.0,Flamenco,0,6.0,0.53929173693086,35.7,5.0,3959.0,20.0,0.6201550387596899,Montaña,En peligro,4424.0,0.0,1.0,4.0
285.0,Mantis Religiosa,1,0.0,0.3852445193929173,36.8,5.0,268.0,17.0,0.6976744186046511,Océano,Vulnerable,1221.5,1.0,0.0,1.0
286.0,Búho,0,4.0,0.6473018549747048,37.5,2.0,1776.0,20.0,0.49612403100775193,Desierto,Vulnerable,4573.0,1.0,0.0,4.0
287.0,Canguro,2,8.0,0.9163575042158515,12.3,2.0,112.0,22.0,0.8837209302325582,Océano,Extinto en estado silvestre,3059.7,1.0,0.0,3.0
288.0,Tigre,2,0.0,0.9414839797639123,31.3,1.0,3912.0,18.0,0.3798449612403101,Selva,Vulnerable,3295.2,1.0,0.0,3.0
289.0,Pez Espada,3,6.0,0.225716694772344,29.9,1.0,5623.0,28.0,0.21705426356589141,Océano,Extinto en estado silvestre,4572.6,0.0,1.0,4.0
290.0,Zebra,2,8.0,0.16037099494097806,39.8,4.0,5101.0,35.0,0.821705426356589,Montaña,Extinto en estado silvestre,2633.7,1.0,0.0,2.0
291.0,Serpiente,4,8.0,0.9406408094435075,31.4,3.0,1344.0,29.0,0.945736434108527,Desierto,En peligro,2203.3,0.0,1.0,2.0
292.0,Tortuga,4,8.0,0.8127318718381112,33.8,4.0,3111.0,14.0,0.821705426356589,Montaña,En peligro,3166.2,0.0,1.0,3.0
293.0,Águila,0,8.0,0.26011804384485665,31.4,6.0,4460.0,19.0,0.07751937984496121,Desierto,Vulnerable,2770.2,1.0,0.0,2.0
294.0,Pez Globo,3,2.0,0.8052276559865092,28.6,1.0,205.0,22.0,0.7751937984496124,Montaña,Vulnerable,307.5,1.0,0.0,0.0
295.0,Gaviota,0,6.0,0.7411467116357503,26.6,8.0,1909.0,34.0,0.26356589147286824,Océano,En peligro,902.5,0.0,1.0,0.0
296.0,Pez Espada,3,4.0,0.25193929173693086,39.1,8.0,980.0,14.0,0.6124031007751938,Montaña,Vulnerable,67.9,0.0,1.0,0.0
297.0,Camarón,1,0.0,0.9064080944350759,38.1,7.0,1258.0,32.0,0.8914728682170543,Selva,En peligro,540.9,1.0,0.0,0.0
298.0,Pez Payaso,3,4.0,0.3204047217537942,23.1,4.0,4202.0,12.0,0.8294573643410852,Selva,En peligro,3649.3,1.0,0.0,3.0
299.0,Caracol,1,2.0,0.4793423271500843,18.5,8.0,2644.0,26.0,0.4263565891472868,Desierto,Extinto en estado silvestre,23.7,0.0,1.0,0.0
300.0,Escorpión,1,8.0,0.6088532883642496,25.3,9.0,1759.0,31.0,0.3875968992248062,Desierto,En peligro,1522.1,1.0,0.0,1.0
301.0,Martinete,0,0.0,0.18946037099494098,32.4,5.0,3485.0,38.0,0.7286821705426356,Océano,En peligro,2246.7,0.0,1.0,2.0
302.0,Tortuga,4,6.0,0.6108768971332208,22.0,6.0,39.0,19.0,0.6511627906976745,Montaña,Extinto en estado silvestre,4689.1,0.0,1.0,4.0
303.0,Caballito de Mar,3,0.0,0.7062394603709948,26.1,8.0,3676.0,26.0,0.3798449612403101,Selva,Extinto en estado silvestre,1635.1,0.0,1.0,1.0
304.0,Gorrión,0,0.0,0.09940978077571669,19.0,5.0,3968.0,15.0,0.9302325581395348,Océano,Extinto en estado silvestre,3915.7,1.0,0.0,3.0
305.0,Mantis Religiosa,1,4.0,0.3781618887015177,22.8,4.0,3545.0,33.0,0.7209302325581395,Desierto,Extinto en estado silvestre,2043.9,0.0,1.0,2.0
306.0,Escorpión,1,8.0,0.6117200674536256,38.7,8.0,3936.0,23.0,0.023255813953488358,Océano,En peligro,492.5,1.0,0.0,0.0
307.0,León,2,6.0,0.9268971332209105,16.4,3.0,3059.0,18.0,0.48062015503875966,Desierto,En peligro,494.3,1.0,0.0,0.0
308.0,Chinchilla,2,0.0,0.8915682967959527,39.7,6.0,2353.0,33.0,0.16279069767441856,Desierto,En peligro,2162.2,0.0,1.0,2.0
309.0,Tiburón,3,2.0,0.16779089376053963,16.5,9.0,1769.0,38.0,0.43410852713178294,Océano,En peligro,289.5,0.0,1.0,0.0
310.0,Iguana,4,2.0,0.6101180438448567,19.6,6.0,2090.0,14.0,0.023255813953488358,Montaña,En peligro,2858.1,1.0,0.0,2.0
311.0,Zebra,2,8.0,0.09586846543001687,12.6,9.0,1007.0,32.0,0.3643410852713178,Océano,En peligro,2468.3,1.0,0.0,2.0
312.0,Pulpo,1,0.0,0.29241146711635746,32.6,8.0,4027.0,31.0,0.03875968992248058,Desierto,Extinto en estado silvestre,3512.7,1.0,0.0,3.0
313.0,Búho,0,8.0,0.5968802698145025,10.5,9.0,3988.0,34.0,0.8837209302325582,Selva,En peligro,928.2,1.0,0.0,0.0
314.0,Cocodrilo,4,0.0,0.07917369308600336,33.6,9.0,2624.0,29.0,0.5426356589147286,Montaña,Extinto en estado silvestre,2964.7,0.0,1.0,2.0
315.0,Caballito de Mar,3,6.0,0.8893760539629004,27.3,8.0,1617.0,17.0,0.6511627906976745,Montaña,Extinto en estado silvestre,872.7,1.0,0.0,0.0
316.0,Albatros,0,2.0,0.8293423271500843,32.5,9.0,148.0,37.0,0.14728682170542629,Selva,En peligro,3611.2,1.0,0.0,3.0
317.0,Pez Globo,3,4.0,0.472512647554806,33.5,7.0,2118.0,36.0,0.10077519379844957,Montaña,Extinto en estado silvestre,1535.9,1.0,0.0,1.0
318.0,Martinete,0,8.0,0.49097807757166945,13.7,7.0,2368.0,34.0,0.8992248062015504,Desierto,En peligro,3072.1,0.0,1.0,3.0
319.0,Cacatúa,0,6.0,0.8818718381112983,10.6,4.0,3862.0,25.0,0.5426356589147286,Océano,Vulnerable,4413.4,1.0,0.0,4.0
320.0,Tortuga,4,2.0,0.04814502529510961,15.1,1.0,5722.0,16.0,0.7286821705426356,Desierto,Extinto en estado silvestre,2441.2,1.0,0.0,2.0
321.0,Pez Payaso,3,6.0,0.14190556492411469,21.5,7.0,2491.0,37.0,0.4418604651162791,Montaña,Vulnerable,961.5,1.0,0.0,0.0
322.0,Zebra,2,4.0,0.3065767284991568,12.2,8.0,1921.0,32.0,0.0,Selva,Extinto en estado silvestre,4430.6,1.0,0.0,4.0
323.0,Flamenco,0,0.0,0.36315345699831364,23.7,9.0,2814.0,11.0,0.6356589147286822,Montaña,En peligro,1793.0,1.0,0.0,1.0
324.0,Flamenco,0,0.0,0.9883642495784148,18.6,1.0,5281.0,18.0,0.13178294573643412,Desierto,En peligro,3651.3,0.0,1.0,3.0
325.0,Canguro,2,6.0,0.145531197301855,20.9,9.0,1807.0,37.0,0.7131782945736433,Montaña,En peligro,1600.5,1.0,0.0,1.0
326.0,Tortuga,4,6.0,0.3016863406408094,38.2,7.0,5479.0,30.0,0.5038759689922481,Montaña,En peligro,1491.1,0.0,1.0,1.0
327.0,Tortuga,4,8.0,0.8283305227655986,31.7,7.0,457.0,19.0,0.5116279069767442,Desierto,Extinto en estado silvestre,3210.2,0.0,1.0,3.0
328.0,Serpiente,4,6.0,0.7845699831365935,29.7,3.0,1875.0,28.0,0.9767441860465116,Montaña,En peligro,781.6,1.0,0.0,0.0
329.0,Mantis Religiosa,1,0.0,0.6545531197301855,29.6,1.0,687.0,13.0,0.6744186046511627,Desierto,Vulnerable,4334.9,1.0,0.0,4.0
330.0,Abeja,1,6.0,0.3272344013490725,26.7,7.0,4888.0,22.0,0.06201550387596899,Selva,Extinto en estado silvestre,1938.2,0.0,1.0,1.0
331.0,Serpiente,4,2.0,0.1157672849915683,25.4,8.0,1219.0,35.0,0.821705426356589,Montaña,Vulnerable,96.5,0.0,1.0,0.0
332.0,Iguana,4,2.0,0.9844013490725126,36.5,6.0,4187.0,11.0,0.3643410852713178,Selva,En peligro,1527.3,0.0,1.0,1.0
333.0,Chinchilla,2,0.0,0.24983136593591906,12.3,7.0,2286.0,28.0,0.9689922480620154,Océano,En peligro,3924.9,0.0,1.0,3.0
334.0,Escorpión,1,6.0,0.8450252951096121,18.7,9.0,1094.0,15.0,0.45736434108527124,Montaña,En peligro,4296.8,0.0,1.0,4.0
335.0,Pez Espada,3,6.0,0.8956155143338954,13.1,8.0,5001.0,25.0,0.5968992248062015,Océano,Extinto en estado silvestre,2839.4,1.0,0.0,2.0
336.0,Cocodrilo,4,6.0,0.43996627318718373,10.3,5.0,3546.0,24.0,0.9689922480620154,Selva,Vulnerable,1470.6,1.0,0.0,1.0
337.0,Serpiente,4,2.0,0.851264755480607,10.4,4.0,3618.0,23.0,0.9069767441860466,Selva,En peligro,2639.3,1.0,0.0,2.0
338.0,Tortuga,4,0.0,0.2775716694772344,10.7,4.0,2966.0,22.0,0.3255813953488371,Desierto,En peligro,4181.9,0.0,1.0,4.0
339.0,Gorrión,0,8.0,0.8904721753794266,30.5,4.0,4751.0,37.0,0.9689922480620154,Océano,En peligro,1580.3,1.0,0.0,1.0
340.0,Estrella de Mar,1,2.0,0.6356661045531198,13.3,2.0,4403.0,26.0,0.3798449612403101,Océano,Extinto en estado silvestre,1927.2,1.0,0.0,1.0
341.0,Caballito de Mar,3,0.0,0.19258010118043845,16.1,7.0,2714.0,27.0,0.821705426356589,Desierto,Extinto en estado silvestre,2698.5,0.0,1.0,2.0
